Date,Total_Customers,Current_Account_Customers,Total_Current_Account_Balance,Savings_Customers,Total_Savings_Balance,Mortgage_Approvals_Synthetic,Personal_Loan_Customers,Total_Personal_Loan_Balance,Credit_Card_Customers,Total_Credit_Card_Balance,Bank_Rate,CPI,GDP_Growth,Unemployment_Rate,House_Price_Index,Current_Accounts,Savings_Accounts,Mortgage_Approvals,Consumer_Credit,Credit_Card_Lending,Economy_Status,Difficult_Economy_Probability
2013-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.5,2.7,0.8,7.6,62.1,126574,255210,62777,62414,45427,0,0.17254842779036936
2013-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,29,960,8758943.929693274,6616,257572.1548903046,0.5,2.7,0.8,7.4,62.2,128385,252516,67286,62386,45567,0,0.12328218664613716
2013-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,33,960,8758943.929693274,6616,257572.1548903046,0.5,2.2,0.7,7.2,61.9,129822,247349,68504,62053,45438,0,0.06601390218030467
2013-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,0.5,2.1,0.7,7.2,62.3,131202,244597,70508,61923,45465,0,0.06126347920732635
2013-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.5,2.0,0.7,7.1,62.8,131131,237980,71853,61878,45133,0,0.04708740030661789
2014-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.5,1.9,0.8,6.9,62.9,133157,235244,74042,61765,45197,0,0.02908026737245889
2014-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.5,1.7,0.8,6.7,63.2,134568,232882,70102,61876,45204,0,0.01720829992958505
2014-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.5,1.6,0.8,6.6,63.4,136655,230060,68226,62265,45270,0,0.01319271727651689
2014-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.5,1.8,0.9,6.4,64.8,136248,228166,65163,62413,45302,0,0.009509603463734596
2014-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.5,1.5,0.9,6.3,65.5,138407,225662,62183,62873,45322,0,0.006262774018982476
2014-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.5,1.9,0.9,6.1,66.0,140336,223641,67793,63062,45317,0,0.005499320975235885
2014-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,30,960,8758943.929693274,6616,257572.1548903046,0.5,1.6,0.8,6.0,67.0,141029,220683,66787,63383,45370,0,0.003725189372456261
2014-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.5,1.5,0.8,6.0,67.8,142465,218160,65438,63580,45482,0,0.0034025899427344883
2014-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,16,960,8758943.929693274,6616,257572.1548903046,0.5,1.2,0.8,5.9,67.8,144144,215157,62093,64625,46562,0,0.0022801086941276576
2014-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,27,960,8758943.929693274,6616,257572.1548903046,0.5,1.3,0.7,5.9,67.7,145288,213907,60409,64941,48859,0,0.0025430815930493032
2014-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,34,960,8758943.929693274,6616,257572.1548903046,0.5,1.0,0.7,5.7,67.5,145714,213253,59568,65101,49211,0,0.0014092019656685266
2014-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.5,0.5,0.7,5.6,67.7,147210,212323,60159,65274,49356,0,0.0008182322323635246
2015-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.5,0.3,0.3,5.6,67.3,149962,208007,58962,65615,49555,0,0.0008397994560199323
2015-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.5,0.0,0.3,5.5,67.4,151941,206207,61473,64990,49624,0,0.0005607165364330145
2015-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.5,0.0,0.3,5.5,67.6,151892,204075,62779,66122,49736,0,0.0005576010341233671
2015-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.5,-0.1,0.5,5.6,68.2,153448,202807,69009,66048,49976,0,0.000577015943321417
2015-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.5,0.1,0.5,5.6,68.9,155569,200947,65408,66349,49977,0,0.0006490408139755016
2015-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,0.5,0.0,0.5,5.5,69.5,156821,192278,68077,66716,50077,0,0.0004901445547612606
2015-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.5,0.1,0.4,5.4,70.7,158223,190817,70762,67396,50248,0,0.00043368241074404816
2015-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,13,960,8758943.929693274,6616,257572.1548903046,0.5,0.0,0.4,5.3,71.3,161106,190100,72262,67764,50149,0,0.0003274922833775398
2015-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,30,960,8758943.929693274,6616,257572.1548903046,0.5,-0.1,0.4,5.2,71.4,160825,189691,71176,67847,50254,0,0.0002507670083092581
2015-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,31,960,8758943.929693274,6616,257572.1548903046,0.5,-0.1,0.6,5.1,71.5,163733,189354,70076,68440,50296,0,0.00019058972939727
2015-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,31,960,8758943.929693274,6616,257572.1548903046,0.5,0.1,0.6,5.1,72.1,164601,188959,70488,68685,50494,0,0.00021498836781065134
2015-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.5,0.2,0.6,5.1,72.3,167773,187428,71270,69133,50733,0,0.0002289720622732263
2016-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.5,0.3,0.5,5.1,72.5,169093,187029,72480,70195,50944,0,0.0002533141370641035
2016-02-29,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.5,0.3,0.5,5.1,72.6,169999,187405,71872,70958,50895,0,0.0002526091980929061
2016-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,16,960,8758943.929693274,6616,257572.1548903046,0.5,0.5,0.5,5.0,73.3,171237,186105,70724,71275,51305,0,0.00023367605055334975
2016-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,29,960,8758943.929693274,6616,257572.1548903046,0.5,0.3,0.7,4.9,73.6,175219,185292,68709,71608,51224,0,0.00015397177700629343
2016-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,0.5,0.3,0.7,4.9,74.4,163329,184693,67883,72008,51522,0,0.00015057678018344167
2016-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,0.5,0.5,0.7,4.9,75.2,163518,183922,65573,72666,51762,0,0.00016890984481936485
2016-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.5,0.6,0.4,5.0,75.9,165483,185656,62624,73102,51994,0,0.00024179338359852536
2016-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.25,0.6,0.4,4.8,76.0,164164,185029,61427,73676,52194,0,0.00012465801943385723
2016-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.25,1.0,0.4,4.8,75.8,167487,184524,64243,74183,52044,0,0.00016493122996685708
2016-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,32,960,8758943.929693274,6616,257572.1548903046,0.25,0.9,0.6,4.8,75.6,169853,182718,67909,74551,52422,0,0.00014351946052049773
2016-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.25,1.2,0.6,4.7,75.9,169145,180716,68392,75025,52590,0,0.00014378200936779778
2016-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.25,1.6,0.6,4.7,76.1,174776,178951,68366,75241,52648,0,0.00018812354806972735
2017-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.25,1.8,1.0,4.6,76.0,177938,176946,68006,75892,52700,0,0.00015284255913203422
2017-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.25,2.3,1.0,4.6,76.1,178152,176759,68139,76441,52923,0,0.0002147734539321678
2017-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.25,2.3,1.0,4.5,76.0,179995,175664,68044,77200,53165,0,0.0001771123558613367
2017-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,27,960,8758943.929693274,6616,257572.1548903046,0.25,2.7,0.9,4.4,77.2,182666,175934,67102,76791,53464,0,0.00019250833211540756
2017-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,0.25,2.9,0.9,4.4,77.6,178935,174355,66022,77363,53467,0,0.00021836624904090774
2017-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,32,960,8758943.929693274,6616,257572.1548903046,0.25,2.6,0.9,4.3,78.3,182052,173085,65378,77307,53618,0,0.00014335113705315615
2017-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,38,960,8758943.929693274,6616,257572.1548903046,0.25,2.6,0.7,4.3,79.3,184402,172502,68522,77268,53843,0,0.00015042503765882008
2017-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.25,2.9,0.7,4.3,79.7,183605,172111,66885,77420,53943,0,0.0001827460758000924
2017-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,29,960,8758943.929693274,6616,257572.1548903046,0.25,3.0,0.7,4.2,79.4,186272,171086,66321,77540,54223,0,0.0001623023253117997
2017-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.25,3.0,0.8,4.3,79.5,187839,169837,65208,77754,54376,0,0.00018947291729649169
2017-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.5,3.1,0.8,4.4,79.2,188398,170487,65678,77745,54641,0,0.00032547704157746983
2017-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.5,3.0,0.8,4.3,79.5,188932,170919,62311,78086,54828,0,0.000247838593826629
2018-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,30,960,8758943.929693274,6616,257572.1548903046,0.5,3.0,0.1,4.2,79.3,157685,170184,65855,77674,54717,0,0.000267436196473803
2018-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,0.5,2.7,0.1,4.2,79.5,157608,169041,63000,78479,55044,0,0.00021648953380571455
2018-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.5,2.5,0.1,4.2,79.0,158623,168580,63110,78187,54898,0,0.00019138644183146558
2018-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.5,2.4,0.2,4.2,79.8,160760,166177,63309,78255,55087,0,0.000168239503670468
2018-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.5,2.4,0.2,4.0,80.1,161177,166005,65095,78225,55215,0,0.00011282438575754878
2018-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.5,2.4,0.2,4.0,80.6,162862,165817,65901,78336,55412,0,0.0001112630054466304
2018-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,11,960,8758943.929693274,6616,257572.1548903046,0.5,2.5,0.3,4.0,81.6,164355,164633,64744,78300,55357,0,0.00011156443605171122
2018-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,14,960,8758943.929693274,6616,257572.1548903046,0.75,2.7,0.3,4.1,81.9,165297,163899,66769,78349,55445,0,0.00020185995156518768
2018-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,27,960,8758943.929693274,6616,257572.1548903046,0.75,2.4,0.3,4.1,81.7,164929,164159,65991,79127,55507,0,0.0001652353465723624
2018-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.75,2.4,0.1,4.0,81.6,165126,164569,68257,78634,55488,0,0.00014702478816223464
2018-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.75,2.3,0.1,4.0,81.3,169622,163665,64956,78762,55566,0,0.00013843033237665256
2018-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.75,2.1,0.1,3.9,81.1,170384,164197,64429,78932,55603,0,9.979780844854309e-05
2019-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.75,1.8,0.5,4.0,80.6,168864,164670,65119,79016,55659,0,8.603965559506789e-05
