Customer_ID,Age,Income,Housing_Status,Has_Current_Account,Current_Account_Balance,Has_Savings,Savings_Balance,Has_Mortgage,Has_Personal_Loan,Personal_Loan_Balance,Has_Credit_Card,Credit_Card_Balance
81,33,31144.258298918092,Rent,1,1352.8933542313864,1,2163.203623496103,0,0,0.339519079240741,0,11.346402338319008
82,88,192336.16092858466,Own,1,9452.921350471099,1,94399.95449526886,1,1,7786.348110631685,1,5.524241320201355
83,54,38354.95698672689,Mortgage,1,1070.1562592674254,1,5695.976728633708,1,0,0.1757801562307125,1,0.0
84,49,25978.051177631314,Mortgage,1,1514.9519748462876,1,3695.5315889282374,0,0,3.103792651198666,1,2.547815012874663
85,37,17420.4194476485,Rent,1,807.537380876548,1,2033.6167152602775,0,0,1.2980671383468207,0,0.0
86,68,55101.159477510766,Own,1,1995.6347341597855,1,9095.94080963175,0,0,0.5616798925729707,1,0.0
87,57,20900.311320783556,Mortgage,1,1142.3846605946117,1,7690.196817615967,1,0,0.35516602551578247,1,0.0
88,88,183438.03691131203,Own,1,8148.894424982896,1,86180.33231500149,1,1,7624.485171457613,1,0.0
89,74,65385.751680199704,Own,1,2334.601190533469,1,39816.176625050764,0,0,0.0,1,0.0
90,89,95519.59188214786,Own,1,6229.946963318209,1,90210.54977094578,1,1,9517.49603199934,1,0.0
91,38,26733.264815511448,Rent,1,1519.459357472312,1,2464.3337404149734,0,0,1.42877421415701,0,4.546333820467874
92,50,24453.259116694735,Mortgage,1,1552.4750982764476,1,4105.56612998902,0,0,0.0,1,0.0
93,36,19452.761056336753,Rent,1,901.2745625782973,1,1537.879088952171,0,0,0.0,0,0.0
94,39,18092.083050297013,Rent,1,737.3929972280105,1,1502.1569270075547,0,0,0.0,0,0.0
95,32,525.5206015037594,Rent,0,0.0,0,0.0,0,0,0.0,0,0.0
96,29,10586.694392245947,Rent,1,516.3691965073497,0,477.89658198612415,0,0,4.312581255338923,0,1.329727003992836
97,60,49169.61404805869,Mortgage,1,1754.7220636864013,1,8479.587501076483,1,0,3.0843506882956206,1,0.0
98,36,22053.117263061504,Rent,1,1298.7006950709883,1,1873.346949547932,0,0,4.045816435272439,0,0.0
99,80,89052.99225587066,Own,1,4801.83410716465,1,43310.13703405637,0,1,6039.093823036323,1,8.99939376176538
100,41,23300.877962765684,Mortgage,1,896.9388880339843,1,3123.5806473434013,0,0,0.0,1,0.0
101,29,14350.337255930554,Rent,1,810.0157246966243,1,1288.9390732271218,0,0,2.118956087423891,0,6.734206911174711
102,67,39143.85458622329,Own,1,2433.6658395698987,1,34166.50193845731,0,0,1.125565910311,1,0.0
103,76,63664.410744695146,Own,1,2812.9217594844076,1,42307.83152507297,0,0,0.0,1,14.261386781697283
104,71,69405.52101605879,Own,1,3156.7143414974807,1,42686.879109139685,0,0,0.0,1,36.67147239360248
105,56,32043.142626887162,Mortgage,1,1144.0528347749284,1,8150.067607387964,0,0,5.590278948749822,1,0.0
106,54,27736.3138355548,Mortgage,1,1759.9800436741468,1,2304.0160127046825,0,0,2.3951004502908555,1,0.0
107,84,46463.840017595445,Mortgage,1,1460.9459065528727,0,0.0,1,0,0.0,1,0.0
108,37,12657.097386496895,Rent,1,1256.1307472508902,1,2249.841023185221,0,0,0.0,0,5.919655751764692
109,56,33893.06473586761,Mortgage,1,2003.3727932443653,1,3409.314887136723,1,0,0.0,1,0.0
110,53,39727.46246366494,Mortgage,1,1447.346569386153,1,4775.2772058102255,1,0,0.0,1,0.0
111,55,28180.609259051784,Mortgage,1,1678.5322405588643,1,2683.1847735499696,1,0,3.2943483152823005,1,20.26204530750344
112,74,57462.493690436735,Own,1,3426.880264197134,1,39361.38823884946,0,1,4630.794762348445,1,2.9550628196038073
113,33,10839.600817278159,Rent,1,840.6140928692705,1,1040.8100424533777,0,0,0.0,0,0.0
114,38,11735.756862455,Rent,1,590.9500366250827,1,1420.4399453923268,0,0,0.5200958713243553,0,2.3929932631032207
115,86,62162.112616120794,Own,1,5804.300564500647,1,46551.49676355708,1,1,7837.070724163768,1,0.0
116,77,79477.68363952437,Own,1,5522.5610654783695,1,49272.96110597968,0,1,5703.613950670595,1,0.0
117,61,61335.90953848101,Own,1,1831.9782471534024,1,10038.934598690521,1,0,0.0,1,34.98224007612871
118,85,28209.915527621502,Mortgage,1,1755.9797207551655,1,4102.14162193586,0,0,1.2496379584960908,1,0.0
119,43,20193.47174653709,Mortgage,1,843.7344179466237,1,2754.164882634276,0,0,0.0,0,16.324260232626997
120,72,63109.99903587024,Own,1,3384.998080204085,1,42419.24185465989,0,0,0.0,1,0.0
121,64,52148.35062273424,Own,1,2188.2084081264325,1,8321.335486727136,0,0,1.3531161598440382,1,0.5188028667471828
122,36,12713.053269100332,Rent,1,654.3210475747239,1,1106.8797199428818,0,0,1.2293825815774393,0,0.0
123,56,37712.996111757006,Mortgage,1,1735.4046620948498,1,8331.648863415336,1,0,3.9907901089887545,1,0.0
124,32,14349.33922981305,Rent,1,984.080383962549,1,1793.3333737317378,0,0,2.4700656478414302,0,0.0
125,51,36041.146627383256,Mortgage,1,979.8909135328103,1,3255.4722377846183,0,0,0.0,1,6.786675074466224
126,59,26650.64018128623,Mortgage,1,2048.1587481440038,1,9069.554466008723,1,0,0.0,1,0.21956644685429372
127,29,3733.240866178632,Rent,1,320.2030119091131,1,604.575505565397,0,0,0.7355524256230723,0,1.5143725426704815
128,68,61166.39379258928,Own,1,4760.577796843092,1,37223.68639933395,0,0,0.0,1,30.06281585579992
129,74,110750.90322771066,Own,1,2636.795754342698,1,575.1047983930778,0,0,0.0,1,0.0
130,75,64838.7607480987,Own,1,2440.819232167712,1,42467.86484233315,0,0,2.7984884428499415,1,9.708697535173322
131,29,10379.557525687294,Rent,1,662.5500590321063,1,711.8295078469193,0,0,4.951287240305623,0,5.754210088757012
132,37,26496.566318478177,Rent,1,1123.8496270009855,1,2292.9216224870142,0,0,0.021571260500099748,0,1.623641499760299
133,57,34944.24736507679,Mortgage,1,1312.1742486957494,1,9121.480525976398,1,0,0.0,1,0.0
134,41,12188.913118745251,Rent,1,680.3239806374846,1,2116.0132239343634,0,0,1.706110254301739,0,0.0
135,69,72495.20311245657,Own,1,3276.4408341335957,1,42357.19594536689,0,0,0.0,1,0.0
136,35,10291.640151853424,Rent,1,410.3302934914497,1,1206.6466650814646,0,0,4.9287187695943135,0,0.0
137,65,60006.852375133654,Own,1,3736.131964756815,1,38596.27244453954,0,0,16.57590868690798,1,0.0
138,32,811.4396936037047,Rent,1,0.0,1,339.14567325766575,0,0,2.207122917461834,0,0.0
139,56,28638.935064937592,Mortgage,1,1171.3804579829766,1,8671.095781189224,1,0,3.5198415986208875,1,0.0
140,54,30383.431566963212,Mortgage,1,1523.0377546897191,1,8173.915014012406,1,0,2.372586401134107,1,0.0
141,88,535570.844494897,Own,1,10868.856218515542,1,89838.88633852234,1,1,12482.348316524905,1,0.0
142,37,18485.569123431564,Rent,1,479.7383715583422,1,1001.9230403311519,0,0,1.766735911887365,0,0.8359320228457289
143,37,24760.759579437577,Rent,1,1398.6299082818841,1,2338.5378944851727,0,0,1.6048823032574846,0,0.0
144,43,33187.135676707556,Mortgage,1,804.0868916071604,1,3563.9080355661526,0,0,0.0,1,0.0
145,71,86561.37856271371,Own,1,2302.6625360061357,1,42728.82577775173,0,0,0.0,1,0.0
146,64,42842.67393071984,Own,1,2062.295206057036,1,8740.597671457288,0,0,0.0904705732713554,1,0.0
147,41,27186.82842721872,Rent,1,980.5077179788555,1,2411.8804629991337,0,0,0.0,0,5.164854758953563
148,61,36762.437392438005,Mortgage,1,1998.8882320499954,1,8666.970442121548,1,0,1.0012795651339155,1,0.0
149,38,11794.610599781518,Rent,1,639.8904934333082,1,1164.1018020176298,0,0,1.55048480581308,0,3.5635566596951618
150,44,30349.04135939463,Mortgage,1,861.2853557559318,1,2566.381148607855,0,0,0.8794714582938985,1,0.0
151,49,14380.00126169782,Mortgage,1,999.2238936590445,1,3032.661967828924,0,0,0.0,1,11.13648037859592
152,46,22746.616727379245,Mortgage,1,1067.0279526887398,1,928.1696671007423,0,0,2.0031184915566156,1,0.0
153,66,27260.634261303494,Mortgage,1,1438.933942293709,1,8163.629764502641,0,0,0.0,1,0.0
154,54,23249.942252519366,Mortgage,1,1004.9678655094432,1,4658.7048220978995,1,0,0.7472950941044587,1,12.472586046030514
155,30,3373.0057525039247,Rent,1,352.47765252420595,1,1272.748462621005,0,0,0.0,0,0.0
156,40,24543.851976474507,Rent,1,642.0585708342712,1,1788.0402554400218,0,0,0.1506513632099352,0,8.52344012934986
157,56,34756.31629005699,Mortgage,1,1310.5189651098208,1,8724.61470995032,1,0,0.7779755776728419,1,0.0
158,34,17368.02804331854,Rent,1,262.3939298053326,1,1392.521498748495,0,0,0.7379877138696667,0,0.0
159,55,39083.5379590811,Mortgage,1,1534.2020743128728,1,9632.983519623931,1,0,1.0692988924542293,1,37.43707427216841
160,75,73485.96902781085,Own,1,3119.759295105443,1,41517.44823048951,0,1,6891.570811523449,1,0.0
161,65,34502.550268728635,Own,1,1222.4282881298868,1,7529.019810195671,0,0,4.434709225020228,1,0.0
162,64,37553.529937888474,Mortgage,1,1944.0073684656256,1,8552.403535830332,1,0,0.8705396477687586,1,0.0
163,60,40282.71346145183,Mortgage,1,1971.0063589390784,1,9943.845363609887,1,0,2.284346893527712,1,0.0
164,70,42602.69232983422,Own,1,2817.674628874559,1,41071.6687066639,0,0,19.014510334562654,1,5.366690563665286
165,34,5279.6914197400965,Rent,0,46.99950632910259,0,0.0,0,0,1.0148736722506224,0,0.6964019307762608
166,63,42496.35814152774,Own,1,2457.7096076060025,1,9178.721978341318,0,0,0.0,1,0.0
167,61,38726.033890132334,Mortgage,1,1739.943039061679,1,8295.476288459688,1,0,1.2914287588302762,1,0.0
168,57,23228.5414827416,Mortgage,1,2222.4843109669473,1,8730.73275151646,1,0,0.0,1,0.0
169,69,63871.674503512644,Own,1,2724.5615257350646,1,41515.14349877141,0,0,2.6093243696259454,1,30.58515355202959
170,69,71468.64590084196,Own,1,5008.171593234749,1,39493.354418486546,0,1,4086.3528081878994,1,1.5417909534746947
171,41,22860.767396676885,Rent,1,1119.297839222503,1,2026.0940898393185,0,0,0.0,0,0.0
172,31,13271.200158854246,Rent,1,383.8488145928243,0,293.51415151116,0,0,1.0515584926385086,0,0.41085039733654716
173,65,45752.96217155852,Own,1,2090.0760396545065,1,8293.89086894483,0,0,1.05504685723745,1,20.520942330110817
174,40,13129.624495540469,Rent,1,897.3403470995952,1,1632.411617616585,0,0,0.0,0,2.0424362860588414
175,61,50078.196102536596,Own,1,2203.321530830719,1,9136.304616964662,0,0,0.3088341278857606,1,0.0
176,42,30059.6533919778,Mortgage,1,1318.2525951549449,1,3514.3023655670404,0,0,0.0,1,0.0
177,35,18878.561863037135,Rent,1,1356.1548554954788,1,2097.368259258818,0,0,0.0,0,0.0
178,73,82826.42085914144,Own,1,3064.4758304024986,1,39616.74795738072,0,1,6799.153703350613,1,0.0
179,45,26026.143768700065,Rent,1,1017.5042545240387,1,2780.917379875491,0,0,0.735990277256861,1,0.0
180,31,11539.93341434771,Rent,1,387.64176731651685,1,884.0149095197419,0,0,1.571101588183483,0,4.018876907292119
181,26,16381.323908183265,Rent,1,376.1165131597395,1,1278.9653440092552,0,0,3.1091267132665954,0,0.0
182,66,73326.7538877428,Own,1,3692.587356457353,1,44447.282802399204,0,0,0.0,1,0.0
183,46,22404.139289788513,Mortgage,1,1261.23355360104,1,2918.3696541522145,0,0,1.8200763450199338,1,17.913855021598906
184,52,24454.401402026568,Mortgage,1,1031.2170907187935,1,2977.5136598633376,0,0,0.0,1,2.4639419158426796
185,32,16024.94834045292,Rent,1,752.5249057937115,1,1207.8971312905705,0,0,1.1314211062129698,0,1.1096780045777097
186,66,39767.692876102454,Own,1,1719.983997541563,1,8483.307170430802,0,0,0.2868534479816692,1,2.017853823867804
187,60,27197.335825106995,Mortgage,1,1537.4360741925475,1,94431.26957631917,1,0,9220.871648996006,1,0.0
188,51,31858.398052308814,Mortgage,1,1252.649464824184,1,9097.286812851262,1,0,2.0191740273210756,1,0.0
189,65,73164.54828121788,Own,1,2184.127518677819,1,38899.65932316748,0,0,4.431303087980003,1,41.67608420205076
190,51,18127.250622684907,Mortgage,1,1322.6233240805593,1,2650.6040785782516,0,0,0.7793860666654395,1,7.728172200739878
191,31,17518.075182417382,Rent,1,1238.8135700343491,1,1769.0636275421468,0,0,0.0,0,0.0
192,37,11373.8531760226,Rent,1,834.1479142326684,1,2014.9094160403517,0,0,3.2381207025566043,0,0.0
193,42,32794.78400010732,Mortgage,1,1498.7786646838872,1,2684.3561408500605,0,0,2.2991119720563633,1,0.0
194,46,38101.741765077204,Rent,1,748.9221209614166,1,1401.885584666199,0,0,0.0,0,0.0
195,80,147495.04607490584,Own,1,5834.478303367639,1,95387.47381667334,1,1,6558.4755355195075,1,0.0
196,51,34963.006667836926,Mortgage,1,1110.804699068865,0,0.0,1,0,0.2643270471016764,1,0.0
197,43,18743.749164986697,Rent,1,1159.4355203429766,1,2674.168596733935,0,0,6.548694780209337,1,0.0
198,46,28356.82275042231,Mortgage,1,1532.4006407232728,1,3403.5779812179644,0,0,2.220517018114276,1,0.0
199,57,32259.906359535977,Mortgage,1,1507.774992648057,1,3009.62074507104,0,0,0.0,1,0.0
200,68,59948.15128293759,Own,1,2239.929402349116,1,34295.2880067858,0,0,0.3976091551301347,1,15.349250466109307
201,43,23470.446838383516,Mortgage,1,1094.238196009816,1,3705.696379616469,0,0,0.0,1,0.0
202,36,25868.59038339384,Rent,1,897.4193501591408,1,2298.7211947767664,0,0,0.0805398909942955,0,2.803801330056071
203,62,34610.03776314721,Own,1,2469.1503385829546,1,8285.572579638343,0,0,0.0,1,14.988399914783132
204,58,26841.143004775487,Mortgage,1,1188.790678972954,1,7580.468941656387,1,0,0.9298290793433623,1,1.5095580709528984
205,47,14567.015129909958,Mortgage,1,1083.571146849216,1,2892.8093594572765,0,0,0.6489461454264556,1,0.0
206,64,47892.10164316636,Own,1,2452.8767835653944,1,9158.938196650664,0,0,1.1388022855533104,1,4.432986932094766
207,72,54387.244483824674,Own,1,3608.506040611623,1,44959.53101413862,0,0,2.1649063064768654,1,9.310789881927862
208,39,18468.68240625854,Mortgage,1,903.4677668899167,1,442.75081066164694,0,0,3.56226761771561,0,0.0
209,32,8981.928021034992,Rent,1,335.82655530870636,1,852.7862941570058,0,0,2.5118504323078765,0,6.559942201351238
210,46,19114.12263303843,Mortgage,1,841.0258860394193,1,689.3623776321551,0,0,0.0,0,11.194984199649827
211,40,19042.95780657606,Rent,1,857.9453592032172,1,1930.3410651040924,0,0,4.091234382819084,0,0.6040756824162188
212,44,20574.944724943383,Mortgage,1,1412.8615295242366,1,2831.968410796806,0,0,1.3276630592397924,0,7.3348870821333065
213,62,17848.25358416509,Own,1,694.0070486299255,0,0.0,0,0,2.2285617726422897,1,0.0
214,64,63615.41261222436,Own,1,1903.6418119666612,1,9930.674560635898,0,0,0.0,1,7.190155102736405
215,74,91335.05936611816,Own,1,4397.9714201982915,1,38798.216848309916,0,1,0.0,1,0.0
216,46,26342.89631566534,Rent,1,835.4186948904994,1,2142.8499108310525,0,0,0.0,0,5.235297037444469
217,53,27669.230374173632,Mortgage,1,2168.2042134161206,1,5240.569268215894,1,0,4.818625704586947,1,0.0
218,37,19715.592270941823,Rent,1,899.4032473588202,1,3760.0636646504863,0,0,0.750100933782643,1,0.0
219,70,65915.61678996333,Own,1,4319.236274420704,1,43856.998696253366,0,0,4.544496553111372,1,0.0
220,31,13537.988786638336,Rent,1,871.387290972762,1,1098.4744311288673,0,0,0.0,0,2.339548264822376
221,52,24385.217394168845,Mortgage,1,1352.2221916652666,1,504.96693846473545,0,0,3.573065968098663,1,0.0
222,47,25819.290634977173,Mortgage,1,1209.840144311421,1,2779.7686293301576,0,0,0.0,1,5.391972322470894
223,70,95644.5774982885,Own,1,2896.135892995094,1,36290.88141687108,0,0,1.994114371905513,1,74.58895731784804
224,57,23076.161270952533,Mortgage,1,1045.6471409994917,1,8789.272919914943,1,0,0.0,1,0.0
225,43,418881.3305602025,Rent,1,1399.3082891915637,1,94335.53772716482,0,1,17676.10640799007,1,0.0
226,68,34992.32120703789,Mortgage,1,2802.743019115092,1,8343.582217969737,1,0,2.5811443566459378,1,0.0
227,61,45505.632689372665,Mortgage,1,2105.331803582697,1,9785.593530503236,1,0,1.58531487077572,1,0.0
228,38,18532.278032660524,Rent,1,960.5810238337398,1,2316.3336995389823,0,0,0.6863002652227854,0,0.0
229,70,41331.225546641246,Own,1,2000.6633438698163,1,8066.760610274753,0,0,1.0284005543215506,1,0.24972822696442337
230,81,28038.69672157999,Mortgage,1,1897.1013994594507,1,2946.1273667245514,0,0,0.0,1,0.0
231,75,65106.03486531285,Own,1,4490.610264068607,1,45313.41678673702,1,1,5970.9344742816,1,0.0
232,36,26587.86285206786,Rent,1,1111.3839056867723,1,2406.188135033938,0,0,5.529093997643509,0,0.0
233,43,27063.24952010232,Rent,1,1821.1410649653706,1,3616.56356547609,0,0,0.0,1,3.4628000645036954
234,52,42076.88643305251,Mortgage,1,1199.698255620588,1,5698.0048817229745,1,0,0.6863167705913655,1,0.0
235,73,64854.84655277241,Own,1,3050.4660557957436,1,42387.26412583145,0,0,20.0480688290539,1,0.0
236,49,39234.73261059512,Mortgage,1,1129.7830161617196,1,5416.774223433952,1,0,1.3423969355976546,1,0.0
237,42,26613.713486773115,Rent,1,25976.36850852778,1,93245.25912797629,1,1,16596.599164969928,1,0.0
238,55,31860.1543737704,Mortgage,1,1553.6458306438008,1,5129.444944087622,1,0,4.0831264514116965,1,0.0
239,69,28267.849765195613,Mortgage,1,2125.9259254214835,0,0.0,1,0,2.4411832527387416,1,0.0
240,86,116402.98047878376,Own,1,4322.538351510291,1,79181.16330717625,1,1,6249.047607228916,1,0.0
241,27,8742.887452778668,Rent,1,316.8645552787766,1,1088.366794043844,0,0,5.443605348842134,0,0.0
242,69,53138.482024506055,Own,1,2130.456247511223,1,37472.3644328865,0,0,3.3694122682671965,1,0.0
243,72,52437.47083541014,Own,1,2672.6439544478308,1,39609.28967573126,0,0,0.0,1,0.0
244,65,24976.565479777455,Mortgage,1,1900.227143668652,0,0.0,1,0,0.0,1,0.0
245,37,31313.392348207177,Rent,1,1491.5998059081312,1,3215.9015857327227,0,0,3.246316958348472,1,0.0
246,58,43342.837418078416,Mortgage,1,1284.5340756363987,1,4302.846790168169,1,0,0.0,1,0.0
247,66,53884.19725999081,Own,1,1881.728789048389,1,44.12646384010395,0,0,0.7740449115195687,1,0.0
